20,4,5,400,5,5
12,11,10,8,8,12,9,12,10,8,11,9,11,10,12,9,10,9,8,11,10,10,11,12,8,9,11,8,11,8,12,9,10,9,8,11,8,11,9,11,10,10,9,9,11,11,8,9,10,12,10,9,10,12,8,9,11,9,8,9,11,12,11,9,9,9,12,9,10,9,9,8,9,8,12,10,10,11,11,12
0,3,3,5
1,2,5,3
2,1,4,1
3,1,1,5
4,1,5,4
5,2,5,5
6,1,1,2
7,1,2,5
8,3,1,2
9,3,4,3
10,3,2,3
11,3,1,3
12,1,1,5
13,1,4,4
14,1,3,4
15,2,1,1
16,1,2,4
17,3,4,5
18,3,5,3
19,3,2,2
20,3,2,3
21,1,2,1
22,3,2,3
23,1,2,3
24,2,2,4
25,2,5,2
26,3,3,4
27,3,3,4
28,2,3,4
29,1,4,2
30,3,5,1
31,1,1,3
32,3,4,2
33,2,2,3
34,1,2,4
35,2,4,1
36,2,1,2
37,2,4,3
38,2,3,2
39,2,3,5
40,3,3,1
41,1,5,4
42,1,2,5
43,1,1,2
44,2,2,1
45,2,2,3
46,2,1,1
47,3,4,2
48,2,5,2
49,2,3,4
50,2,5,3
51,3,1,5
52,3,2,3
53,2,5,2
54,1,5,3
55,1,3,2
56,2,1,1
57,3,4,2
58,3,1,4
59,3,2,2
60,1,4,3
61,1,1,2
62,1,5,5
63,1,1,2
64,1,1,1
65,2,1,2
66,1,3,1
67,2,5,1
68,3,2,3
69,2,1,5
70,3,5,2
71,3,4,2
72,1,3,4
73,1,1,4
74,2,1,2
75,3,1,1
76,2,5,4
77,2,1,4
78,2,3,3
79,2,3,3
80,3,5,4
81,1,4,5
82,2,1,3
83,3,1,1
84,2,3,2
85,2,1,3
86,2,3,4
87,2,4,2
88,2,4,4
89,1,4,3
90,2,2,1
91,3,3,5
92,2,2,3
93,2,1,4
94,3,4,2
95,3,3,5
96,2,3,3
97,1,3,2
98,1,2,4
99,1,1,3
100,2,4,3
101,3,4,1
102,2,4,4
103,1,3,3
104,2,5,4
105,1,1,1
106,3,5,2
107,2,3,3
108,1,3,3
109,3,4,2
110,3,3,4
111,2,1,3
112,3,5,2
113,3,5,4
114,1,5,2
115,1,4,3
116,1,1,5
117,3,4,5
118,1,1,3
119,1,5,5
120,1,2,3
121,1,5,5
122,2,2,5
123,2,5,1
124,1,4,4
125,1,5,5
126,1,3,2
127,3,5,4
128,3,3,4
129,1,3,2
130,2,3,4
131,1,2,2
132,3,3,5
133,2,4,3
134,2,5,5
135,2,2,3
136,2,2,2
137,3,1,3
138,3,1,2
139,1,2,4
140,3,2,5
141,3,2,3
142,2,3,4
143,1,4,5
144,3,5,3
145,2,1,2
146,2,4,3
147,3,4,4
148,1,1,4
149,2,4,2
150,2,3,4
151,1,4,5
152,3,5,2
153,1,3,5
154,1,3,4
155,1,2,2
156,2,3,1
157,1,1,5
158,1,1,3
159,3,1,4
160,3,2,1
161,1,4,1
162,3,5,2
163,3,5,5
164,3,4,5
165,1,2,1
166,1,2,3
167,1,4,4
168,3,4,2
169,1,2,2
170,1,2,3
171,1,1,4
172,2,3,5
173,2,1,3
174,1,1,1
175,3,5,3
176,3,2,3
177,1,5,3
178,1,1,3
179,3,4,1
180,3,4,3
181,2,2,5
182,3,5,3
183,1,3,4
184,1,5,4
185,1,2,1
186,2,1,5
187,2,2,5
188,2,5,3
189,1,2,3
190,3,1,3
191,2,2,3
192,3,4,5
193,2,5,3
194,3,1,2
195,3,2,4
196,2,5,3
197,1,2,1
198,1,4,5
199,3,5,5
200,3,3,5
201,2,5,3
202,2,3,5
203,1,5,3
204,3,5,1
205,1,4,1
206,1,4,5
207,3,2,3
208,2,3,2
209,1,2,1
210,3,3,4
211,3,5,4
212,2,1,3
213,1,5,4
214,2,5,1
215,2,1,1
216,1,5,2
217,2,3,2
218,3,2,4
219,2,1,2
220,1,4,2
221,2,5,4
222,1,1,5
223,3,3,1
224,2,1,5
225,2,2,5
226,2,5,1
227,2,4,4
228,1,4,1
229,2,3,2
230,1,1,2
231,3,1,4
232,2,1,1
233,2,5,5
234,2,1,2
235,3,4,4
236,3,5,5
237,3,4,3
238,1,2,3
239,2,2,5
240,1,5,1
241,3,5,4
242,1,4,4
243,2,2,4
244,1,4,2
245,2,2,5
246,2,4,2
247,3,1,3
248,3,1,1
249,2,3,3
250,1,5,5
251,2,5,4
252,1,5,1
253,3,4,4
254,2,4,2
255,2,2,4
256,1,1,1
257,1,5,5
258,1,5,4
259,3,4,2
260,3,2,2
261,3,4,4
262,1,5,2
263,1,3,3
264,2,2,3
265,1,2,2
266,1,1,3
267,2,1,1
268,3,2,3
269,3,1,1
270,3,5,4
271,1,3,5
272,1,4,2
273,1,1,2
274,2,4,3
275,1,2,2
276,1,2,4
277,3,3,1
278,3,1,5
279,1,3,4
280,3,2,5
281,3,2,1
282,2,5,1
283,1,4,3
284,2,4,1
285,2,1,4
286,2,1,3
287,3,3,3
288,3,1,2
289,3,3,2
290,1,2,1
291,1,4,1
292,2,3,4
293,1,5,5
294,1,4,4
295,3,1,1
296,2,5,5
297,2,5,5
298,1,5,5
299,3,1,1
300,3,2,4
301,1,1,1
302,2,4,2
303,2,4,2
304,2,2,4
305,2,3,5
306,3,4,5
307,1,4,2
308,3,1,5
309,3,4,5
310,3,2,1
311,3,3,2
312,1,1,2
313,2,5,3
314,3,4,5
315,2,3,3
316,2,5,4
317,2,5,5
318,1,2,1
319,3,5,5
320,3,4,1
321,3,5,3
322,3,4,3
323,2,2,3
324,1,3,2
325,3,3,4
326,3,4,2
327,3,2,2
328,1,2,4
329,1,4,1
330,3,1,2
331,3,1,3
332,3,1,1
333,2,1,4
334,2,5,4
335,2,3,3
336,1,4,1
337,2,5,3
338,3,5,2
339,1,3,5
340,2,5,2
341,1,3,3
342,1,5,5
343,3,4,2
344,3,1,1
345,1,4,2
346,2,5,2
347,2,4,3
348,2,1,5
349,2,5,2
350,2,2,5
351,3,5,3
352,1,1,3
353,1,4,2
354,1,3,5
355,2,4,3
356,1,3,2
357,2,1,2
358,1,3,1
359,3,4,2
360,1,2,5
361,3,2,4
362,3,1,3
363,1,2,4
364,3,4,2
365,1,2,2
366,1,4,3
367,1,1,3
368,2,2,1
369,3,5,2
370,2,1,5
371,3,5,1
372,2,3,4
373,3,1,5
374,2,3,5
375,1,4,5
376,2,5,5
377,1,4,1
378,2,4,1
379,3,2,1
380,1,5,1
381,2,4,2
382,3,2,1
383,3,2,1
384,1,3,3
385,1,1,1
386,3,2,3
387,3,4,3
388,2,4,1
389,2,2,4
390,2,5,1
391,3,5,5
392,1,3,4
393,3,5,3
394,1,4,2
395,3,3,5
396,1,2,5
397,1,4,1
398,2,2,5
399,2,2,1
