16,4,5,300,5,5
9,8,10,9,9,8,10,6,10,9,10,10,7,10,7,10,6,9,6,6,6,10,9,10,7,6,6,7,10,6,9,7,8,11,9,9,8,8,10,8,9,9,10,11,9,8,9,12,9,10,10,11,11,9,9,11,12,12,9,8,11,8,10,11
0,1,2,5
1,3,4,3
2,3,4,3
3,3,1,2
4,1,2,4
5,3,1,3
6,2,3,5
7,1,4,4
8,1,3,1
9,3,3,2
10,3,5,4
11,1,2,5
12,1,3,5
13,2,3,5
14,2,1,4
15,1,3,3
16,2,1,2
17,3,4,1
18,1,3,1
19,3,2,5
20,1,4,5
21,2,5,2
22,3,2,4
23,2,2,2
24,3,2,1
25,1,3,5
26,3,3,5
27,2,3,3
28,2,4,5
29,2,3,4
30,2,4,4
31,3,2,4
32,1,2,3
33,1,4,4
34,2,3,2
35,1,4,4
36,1,4,3
37,2,2,4
38,3,4,3
39,2,5,2
40,2,1,3
41,3,2,1
42,3,3,2
43,2,5,2
44,3,4,5
45,3,2,2
46,2,2,5
47,3,2,4
48,2,3,5
49,2,3,3
50,2,1,5
51,1,2,5
52,2,4,2
53,2,4,5
54,2,2,3
55,2,5,3
56,2,5,3
57,1,3,4
58,1,5,5
59,1,5,5
60,1,4,3
61,3,4,4
62,2,2,1
63,3,2,5
64,1,1,3
65,1,1,1
66,2,2,1
67,3,5,4
68,1,1,1
69,1,4,2
70,3,3,2
71,2,3,3
72,1,1,1
73,2,2,4
74,3,4,5
75,1,3,5
76,1,2,2
77,2,5,4
78,1,2,5
79,3,1,1
80,3,2,3
81,2,1,3
82,2,2,4
83,3,4,5
84,1,3,5
85,1,1,5
86,2,4,3
87,3,4,4
88,1,1,5
89,1,1,5
90,3,5,1
91,1,3,2
92,3,3,1
93,2,3,4
94,3,4,4
95,3,3,3
96,1,4,4
97,2,3,4
98,3,4,3
99,2,5,2
100,3,3,3
101,3,3,5
102,2,5,2
103,1,1,2
104,2,4,5
105,3,4,2
106,1,3,3
107,1,5,3
108,2,5,4
109,1,3,1
110,3,5,2
111,1,5,1
112,3,1,1
113,2,4,3
114,1,4,5
115,3,5,2
116,1,3,1
117,2,1,5
118,3,3,5
119,2,3,1
120,3,2,5
121,2,3,4
122,2,3,4
123,1,1,3
124,3,2,1
125,2,2,4
126,1,4,4
127,3,4,3
128,2,3,2
129,1,3,3
130,2,2,4
131,3,1,4
132,3,1,3
133,3,4,1
134,3,1,5
135,2,4,3
136,1,5,1
137,3,1,3
138,2,2,4
139,1,5,2
140,1,3,4
141,3,1,3
142,2,3,2
143,3,3,2
144,2,2,5
145,3,1,1
146,3,3,3
147,3,5,4
148,1,4,5
149,1,1,2
150,3,5,4
151,2,4,4
152,3,2,4
153,2,1,3
154,3,4,1
155,2,5,5
156,2,3,3
157,2,4,5
158,1,3,5
159,3,4,2
160,1,3,2
161,1,2,4
162,3,4,2
163,3,3,4
164,1,3,3
165,2,3,3
166,2,5,4
167,1,3,1
168,3,4,5
169,3,5,5
170,3,3,4
171,1,4,1
172,3,1,2
173,2,5,5
174,3,1,5
175,1,5,1
176,3,1,4
177,2,1,3
178,3,4,4
179,1,3,1
180,1,1,2
181,3,4,4
182,3,2,1
183,2,1,2
184,3,4,4
185,2,4,1
186,3,3,2
187,1,2,2
188,3,4,4
189,3,3,3
190,1,2,4
191,2,1,1
192,1,1,5
193,2,3,1
194,3,2,2
195,3,2,2
196,3,1,1
197,3,4,3
198,2,4,1
199,3,3,3
200,3,4,1
201,1,5,5
202,2,1,1
203,1,3,2
204,3,2,2
205,1,1,4
206,2,4,5
207,3,4,3
208,2,5,5
209,3,4,2
210,2,3,3
211,3,3,1
212,3,4,3
213,3,5,5
214,3,2,2
215,2,1,5
216,3,1,3
217,2,4,2
218,3,5,1
219,1,2,4
220,2,2,4
221,2,4,3
222,1,5,2
223,3,3,5
224,3,3,1
225,3,2,2
226,3,3,3
227,3,3,1
228,2,5,1
229,1,3,3
230,2,2,1
231,1,3,1
232,3,5,3
233,3,4,5
234,3,4,3
235,3,1,3
236,1,5,3
237,2,5,4
238,3,3,5
239,3,5,4
240,2,2,4
241,2,2,3
242,1,3,2
243,3,4,5
244,1,1,5
245,2,3,5
246,2,3,3
247,3,4,5
248,2,4,2
249,1,1,4
250,2,1,1
251,3,3,1
252,1,5,2
253,1,4,3
254,1,1,5
255,1,2,1
256,1,4,2
257,2,2,5
258,3,2,5
259,3,5,1
260,2,4,5
261,2,4,5
262,1,2,3
263,2,5,5
264,1,2,4
265,3,4,1
266,3,3,1
267,3,3,5
268,1,2,1
269,2,1,5
270,3,2,5
271,1,3,3
272,1,1,4
273,3,1,4
274,2,5,2
275,3,2,5
276,2,5,2
277,2,5,3
278,2,3,4
279,1,4,4
280,2,1,5
281,1,5,4
282,1,4,5
283,2,3,1
284,1,4,2
285,3,4,1
286,3,3,1
287,1,3,1
288,3,3,3
289,1,5,1
290,3,5,5
291,1,5,4
292,2,3,3
293,3,5,5
294,3,5,5
295,2,2,5
296,1,2,3
297,2,4,5
298,1,2,4
299,2,4,5
