26,4,5,500,5,5
8,8,9,8,10,8,9,8,7,6,10,10,7,8,7,10,7,10,8,6,7,6,7,6,7,10,6,9,10,10,9,8,6,6,10,6,10,7,8,6,6,6,8,9,6,9,8,10,7,6,9,7,10,10,9,11,9,8,9,10,9,8,8,11,9,10,11,12,11,11,8,8,10,11,11,8,11,11,12,9,12,11,9,12,8,10,8,12,8,10,9,12,8,8,10,9,8,11,9,8,10,12,11,9
0,1,3,3
1,2,3,5
2,1,4,5
3,3,2,2
4,1,1,1
5,3,4,2
6,1,1,4
7,2,2,2
8,1,2,5
9,2,3,4
10,2,3,4
11,1,2,4
12,3,4,1
13,3,1,4
14,1,2,3
15,1,5,1
16,1,3,1
17,3,2,1
18,1,5,4
19,2,1,2
20,2,5,5
21,3,1,5
22,1,5,2
23,2,1,1
24,1,1,1
25,2,2,3
26,1,4,5
27,3,4,2
28,2,1,2
29,2,3,4
30,1,1,1
31,1,5,5
32,2,5,2
33,3,3,1
34,2,2,4
35,1,1,2
36,3,2,5
37,1,4,1
38,3,5,1
39,2,3,4
40,1,2,5
41,2,4,4
42,2,5,4
43,3,2,1
44,1,4,5
45,3,3,5
46,3,2,5
47,3,4,1
48,1,4,5
49,2,3,3
50,1,5,4
51,3,2,2
52,2,3,3
53,2,5,2
54,2,1,3
55,3,4,1
56,1,2,2
57,1,4,3
58,3,2,3
59,1,2,1
60,2,2,4
61,1,2,1
62,1,3,4
63,2,2,3
64,3,4,1
65,3,4,2
66,2,1,5
67,1,4,2
68,3,5,4
69,1,1,5
70,1,4,3
71,1,2,2
72,3,1,1
73,2,2,3
74,2,4,1
75,3,4,5
76,1,1,3
77,3,5,3
78,2,3,1
79,3,3,5
80,3,3,4
81,1,1,1
82,3,1,4
83,3,5,3
84,1,4,2
85,2,3,5
86,3,1,5
87,3,5,1
88,2,1,1
89,3,4,1
90,1,4,2
91,2,2,5
92,2,5,2
93,2,1,3
94,1,1,1
95,2,1,1
96,1,2,5
97,3,2,1
98,3,2,2
99,1,2,3
100,1,2,2
101,1,4,4
102,1,2,4
103,2,3,4
104,1,2,3
105,3,2,2
106,3,1,5
107,1,4,4
108,2,4,4
109,2,5,2
110,3,4,2
111,3,4,2
112,1,5,2
113,2,4,2
114,1,5,2
115,2,5,5
116,2,3,3
117,2,5,3
118,1,2,5
119,1,5,2
120,1,1,3
121,3,3,5
122,3,2,5
123,1,2,5
124,1,5,5
125,2,3,4
126,1,4,5
127,2,1,5
128,3,4,5
129,1,2,2
130,2,3,4
131,2,3,3
132,2,4,3
133,1,2,3
134,1,3,1
135,1,2,4
136,2,4,4
137,2,5,2
138,2,3,2
139,1,3,3
140,1,4,2
141,3,4,3
142,1,3,2
143,1,3,3
144,1,3,2
145,3,4,1
146,1,3,5
147,1,5,3
148,2,4,5
149,1,5,1
150,2,5,2
151,1,5,2
152,3,5,5
153,1,1,3
154,2,2,3
155,2,5,3
156,3,2,4
157,1,4,1
158,2,1,4
159,2,2,2
160,1,3,5
