26,4,5,500,5,5
9,7,8,9,6,10,7,6,8,7,7,8,6,7,9,7,10,9,9,8,10,9,6,6,7,8,7,6,7,10,6,10,10,10,8,8,10,7,6,7,9,8,6,9,8,6,8,6,6,8,10,6,9,8,12,12,8,8,10,11,12,11,12,10,9,10,8,10,10,10,8,10,8,8,11,12,10,12,12,8,10,12,12,9,11,11,10,12,9,8,8,11,9,12,10,9,11,12,8,10,12,8,10,9
0,2,1,2
1,1,1,3
2,1,5,2
3,2,4,2
4,3,4,4
5,3,5,5
6,2,5,5
7,2,1,5
8,2,1,3
9,3,1,4
10,3,1,2
11,1,5,4
12,1,5,1
13,3,4,5
14,1,3,2
15,3,4,5
16,2,3,5
17,3,3,5
18,2,3,1
19,2,3,5
20,2,4,1
21,2,3,3
22,1,1,3
23,2,4,5
24,2,3,2
25,1,3,2
26,2,1,4
27,1,1,4
28,3,3,5
29,3,1,1
30,3,3,2
31,3,5,1
32,2,1,5
33,3,2,2
34,1,1,2
35,3,4,4
36,2,1,2
37,3,2,2
38,3,1,3
39,3,1,2
40,1,5,2
41,3,2,5
42,3,4,3
43,3,1,5
44,1,3,5
45,3,2,5
46,2,4,3
47,1,3,3
48,1,3,5
49,3,4,4
50,2,4,2
51,1,5,4
52,1,5,2
53,3,3,2
54,2,2,4
55,1,1,3
56,2,4,1
57,2,2,1
58,3,3,2
59,1,1,3
60,3,2,4
61,2,4,4
62,2,1,4
63,2,5,1
64,2,1,4
65,1,1,2
66,3,5,5
67,2,4,5
68,2,4,3
69,1,4,1
70,3,1,4
71,2,5,4
72,1,3,1
73,1,1,3
74,3,5,4
75,1,5,4
76,3,2,2
77,1,3,4
78,1,1,3
79,2,1,5
80,1,1,3
81,1,4,5
82,3,2,2
83,3,4,2
84,3,2,1
85,1,1,4
86,3,4,2
87,2,1,5
88,3,5,4
89,3,1,4
90,3,5,1
91,3,4,2
92,3,1,5
93,3,4,3
94,2,3,2
95,1,5,1
96,1,5,1
97,2,4,2
98,1,2,4
99,3,2,1
100,3,1,1
101,1,2,3
102,1,4,5
103,1,1,2
104,3,3,2
105,2,1,3
106,1,3,5
107,3,1,5
108,1,1,2
109,2,4,3
110,1,1,4
111,2,3,1
112,1,1,2
113,3,2,4
114,1,4,4
115,3,3,1
116,2,3,2
117,3,1,4
118,2,4,1
119,1,3,1
120,3,4,4
121,3,3,2
122,2,3,5
123,1,1,4
124,2,4,2
125,2,3,2
126,1,2,3
127,3,4,3
128,1,5,2
129,1,4,1
130,3,5,5
131,2,2,5
132,3,3,3
133,2,5,4
134,2,5,3
135,3,2,1
136,3,4,3
137,1,3,3
138,2,5,1
139,2,4,4
140,1,2,3
141,1,3,1
142,1,2,4
143,2,1,3
144,3,3,1
145,1,5,3
146,3,1,3
147,2,2,5
148,2,3,4
149,3,5,5
150,3,1,4
151,1,2,4
152,2,3,2
153,3,3,1
154,3,2,3
155,3,1,5
156,1,2,5
157,1,3,1
158,2,4,3
159,3,2,5
160,3,4,1
161,2,4,4
162,1,4,3
163,3,3,3
164,2,5,5
165,3,3,3
166,1,1,3
167,1,5,4
168,3,5,2
169,1,2,5
170,1,5,5
171,1,1,3
172,1,1,2
173,2,4,5
174,1,3,4
175,3,5,4
176,1,3,1
177,2,3,5
178,3,3,3
179,2,2,2
180,2,2,3
181,1,2,1
182,2,3,3
183,2,3,2
184,1,2,3
185,1,3,5
186,1,3,3
187,2,2,3
188,3,1,2
189,2,1,4
190,2,5,5
191,2,4,3
192,3,2,5
193,2,2,3
194,2,4,2
195,2,2,5
196,1,2,5
197,2,5,4
198,3,5,1
199,1,2,4
200,2,4,5
201,3,3,5
202,2,5,1
203,1,4,1
204,1,4,4
205,3,2,2
206,2,1,1
207,1,1,2
208,1,4,1
209,1,2,3
210,1,5,5
211,3,5,3
212,1,5,1
213,3,3,5
214,3,4,3
215,2,3,2
216,3,5,5
217,3,3,1
218,2,5,5
219,3,4,4
220,3,5,1
221,1,2,1
222,1,1,2
223,2,4,2
224,1,1,1
225,2,1,1
226,1,2,1
227,1,3,2
228,2,2,2
229,1,3,1
230,3,1,1
231,2,4,3
232,3,4,1
233,1,4,5
234,2,1,3
235,2,2,5
236,3,5,4
237,2,1,5
238,3,5,5
239,2,2,4
240,3,3,3
241,3,3,4
242,2,5,3
243,1,3,2
244,3,1,4
245,1,5,3
246,1,3,3
247,2,1,2
248,3,3,2
249,1,1,2
250,2,4,4
251,2,1,4
252,3,4,1
253,1,2,2
254,1,1,4
255,1,5,4
256,3,1,5
257,2,4,1
258,2,5,2
259,2,2,2
260,2,4,3
261,2,5,1
262,2,4,1
263,1,5,1
264,2,2,1
265,2,2,5
266,3,4,1
267,1,3,2
268,1,5,4
269,3,2,5
270,1,5,3
271,2,4,1
272,1,4,1
273,1,3,4
274,1,4,4
275,3,1,1
276,2,2,5
277,2,1,4
278,2,5,2
279,3,3,3
280,2,2,1
281,2,4,2
282,2,5,5
283,2,5,2
284,1,1,2
285,3,3,4
286,2,5,2
287,3,5,2
288,1,1,2
289,1,5,2
290,3,1,3
291,3,4,1
292,1,1,1
293,2,1,3
294,1,3,4
295,2,2,3
296,1,3,2
297,2,3,5
298,3,2,3
299,1,2,1
300,3,1,2
301,1,4,3
302,1,1,4
303,2,2,4
304,2,1,5
305,3,4,2
306,2,5,2
307,1,1,2
308,3,3,2
309,1,5,2
310,2,5,3
311,2,3,1
312,1,5,1
313,3,3,2
314,3,2,2
315,2,3,2
316,3,3,5
317,1,3,1
318,3,3,5
319,1,5,3
320,2,4,2
321,1,4,1
322,1,4,4
323,3,2,4
324,2,2,5
325,3,4,4
326,1,2,3
327,2,5,3
328,2,4,4
329,3,2,2
330,3,3,5
331,2,2,5
332,2,2,1
333,3,4,4
334,1,5,2
335,2,5,4
336,1,3,3
337,1,2,5
338,2,5,2
339,1,1,4
340,1,2,3
341,3,1,3
342,3,2,2
343,3,2,4
344,2,4,5
345,3,4,2
346,3,5,4
347,1,4,4
348,1,4,1
349,1,3,3
350,2,3,2
351,3,4,4
352,1,2,1
353,2,3,4
354,2,1,1
355,1,4,3
356,1,3,1
357,2,3,2
358,3,5,3
359,1,2,3
360,2,1,5
361,3,5,4
362,1,4,1
363,1,4,4
364,2,3,2
365,3,4,3
366,3,4,3
367,2,3,4
368,2,5,3
369,1,1,5
370,3,3,2
371,2,1,1
372,1,1,2
373,1,2,5
374,2,3,3
375,2,3,5
376,2,2,4
377,2,4,1
378,1,2,5
379,3,1,1
380,1,3,3
381,2,3,5
382,1,4,1
383,2,5,4
384,3,2,2
385,1,5,1
386,3,1,3
387,3,2,4
388,2,3,4
389,3,2,5
390,2,5,2
391,2,1,5
392,3,5,2
393,2,1,4
394,3,4,4
395,3,2,5
396,2,3,5
397,1,2,5
398,3,2,3
399,3,5,1
400,1,2,5
401,2,1,5
402,2,1,3
403,3,5,3
404,1,4,4
405,2,4,2
406,3,2,5
407,3,4,5
408,3,1,5
