10,4,5,200,4,4
11,12,12,11,11,10,12,9,9,8,11,10,9,10,11,12,10,12,10,11,11,9,9,10,11,8,10,9,9,9,12,10,10,9,12,9,12,12,11,9
0,1,1,1
1,3,2,2
2,1,1,4
3,1,3,1
4,1,3,1
5,2,2,1
6,2,1,1
7,3,2,4
8,1,1,2
9,2,3,3
10,1,1,3
11,1,4,1
12,2,1,2
13,1,3,2
14,3,4,1
15,1,3,3
16,2,2,1
17,3,2,4
18,3,2,1
19,3,4,2
20,1,4,4
21,3,3,4
22,2,1,2
23,3,2,2
24,3,4,3
25,2,3,4
26,1,3,1
27,1,2,2
28,3,3,2
29,2,4,3
30,1,3,2
31,3,4,4
32,1,3,1
33,1,4,1
34,1,1,2
35,2,4,1
36,1,1,2
37,3,4,1
38,2,3,2
39,1,1,3
40,3,4,2
41,3,4,2
42,3,2,4
43,2,1,1
44,3,4,1
45,1,4,1
46,3,2,1
47,3,4,3
48,3,4,3
49,3,1,1
50,3,3,2
51,1,2,3
52,2,3,4
53,1,2,3
54,3,4,4
55,2,2,4
56,1,2,4
57,2,4,3
58,1,2,4
59,3,1,4
60,1,4,4
61,1,2,2
62,3,3,2
63,2,1,4
64,3,3,3
65,3,1,1
66,3,1,4
67,3,3,2
68,3,2,4
69,2,3,1
70,3,2,1
71,1,3,1
72,2,2,3
73,1,1,2
74,1,4,1
75,1,2,4
76,2,1,1
77,3,4,3
78,1,4,3
79,2,1,4
80,2,4,4
81,1,4,3
82,3,1,4
83,1,1,4
84,2,3,1
85,1,3,1
86,3,4,4
87,2,3,4
88,2,1,2
89,3,4,2
90,3,1,4
91,2,2,3
92,1,3,4
93,3,1,3
94,3,3,3
95,2,1,1
96,3,2,1
97,2,4,3
98,2,4,4
99,2,1,3
100,1,2,1
101,2,1,4
102,1,4,1
103,2,4,2
104,1,4,1
105,3,3,4
106,2,4,2
107,2,1,1
108,1,1,1
109,2,3,4
110,2,4,4
111,3,4,3
112,2,2,1
113,1,2,3
114,3,1,3
115,3,1,4
116,3,2,3
117,1,4,3
118,2,3,1
119,3,2,2
120,3,1,3
121,1,4,4
122,2,3,1
123,2,4,2
124,3,4,3
125,1,3,4
126,2,4,2
127,2,4,4
128,3,4,4
129,1,1,1
130,1,2,1
131,2,2,1
132,2,2,2
133,2,4,4
134,1,1,2
135,3,2,1
136,3,1,1
137,1,1,3
138,2,4,3
139,3,2,2
140,2,3,2
141,2,3,1
142,2,1,3
143,1,4,3
144,1,4,2
145,1,1,4
146,2,4,4
147,3,3,1
148,3,1,2
149,2,2,2
150,2,3,4
151,1,3,3
152,2,3,3
153,2,2,2
154,2,3,1
155,1,4,3
156,3,2,1
157,3,4,4
158,3,2,1
159,2,2,1
160,3,4,1
161,2,4,3
162,1,1,1
163,3,4,2
164,1,2,1
165,3,1,1
166,3,3,1
167,1,4,1
168,3,1,1
169,2,4,2
170,2,3,1
171,2,1,1
172,2,2,1
173,3,2,3
174,1,2,4
175,3,3,4
176,1,1,2
177,3,4,3
178,2,4,2
179,1,2,1
180,3,1,4
181,1,1,3
182,1,4,2
183,3,2,1
184,3,4,4
185,2,1,1
186,2,1,1
187,1,3,3
188,2,2,3
189,3,4,2
190,2,1,3
191,1,1,2
192,3,3,4
193,3,2,2
194,2,1,2
195,2,3,1
196,2,2,1
197,2,1,1
198,1,3,2
199,3,1,1
